etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
407    | #aːnˈellum# | *#anˈɛllu# | *#əɲˈelu# | *#əjˈel# {GOLD: #inˈel#}
408    | #brakʰiˈaːla# | *#brasd͡ʒˈala# | *#bɾəsd͡ʒˈaɾə# | *#brɨsd͡ʒˈarə# {GOLD: #brət͡sˈarə#}
409    | #kirkˈellum# | *#t͡ʃert͡ʃˈɛllu# | *#t͡ʃeɾt͡ʃˈelu# | *#t͡ʃert͡ʃˈel# {GOLD: #t͡ʃert͡ʃˈel#}
410    | #korˈoːnam# | *#korˈona# | *#kuɾˈunə# | *#kurˈunə# {GOLD: #kunˈunə#}
411    | #marɡˈellam# | *#mard͡ʒˈɛlla# | *#məɾd͡ʒe̯ˈawə# | *#mərd͡ʒe̯ˈawə# {GOLD: #mərd͡ʒe̯ˈa#}
412    | #bˈalteum# | *#bˈald͡ʒu# | *#bˈald͡ʒu# | *#bˈalʒ# {GOLD: #bˈalt͡s#}
413    | #braːkˈiːle# | *#brat͡ʃˈile# | *#bɾət͡ʃˈiɾe# | *#brət͡ʃˈire# {GOLD: #brət͡ʃˈire#}
414    | #kˈinɡula# | *#t͡ʃˈenɡula# | *#t͡ʃˈenɡuɾə# | *#t͡ʃˈinɡurə# {GOLD: #kˈinɡə#}
415    | #fˈaskiam# | *#fˈasd͡ʒa# | *#fˈasd͡ʒə# | *#fˈasd͡ʒə# {GOLD: #fˈaʃə#}
416    | #faskˈiolam# | *#fast͡ʃˈola# | *#fəʃt͡ʃo̯ˈaɾə# | *#fəʃʃo̯ˈarə# {GOLD: #fɨʃio̯ˈarə#}
417    | #fˈiːlum# | *#fˈilu# | *#fjˈiɾu# | *#fˈir# {GOLD: #fˈir#}
418    | #ɡlˈemum# | *#ɡlˈɛmu# | *#ɡʎˈemu# | *#ɡˈim# {GOLD: #ɡˈem#}
419    | #liɡaːtˈuːra# | *#leɡatˈura# | *#leɡətˈuɾə# | *#leɡətˈurə# {GOLD: #leɡətˈurə#}
420    | #wˈittam# | *#ˈeta# | *#e̯ˈatə# | *#e̯ˈatə# {GOLD: #bˈatə#}
421    | #kalkeˈaː# | *#kald͡ʒˈa# | *#kəld͡ʒˈa# | *#kəld͡ʒˈa# {GOLD: #kəlt͡sˈa#}
422    | #inkˈinɡe# | *#ent͡ʃˈend͡ʒe# | *#ent͡ʃˈend͡ʒe# | *#int͡ʃˈind͡ʒe# {GOLD: #ɨnt͡ʃˈind͡ʒe#}
423    | #koːnsˈue# | *#koswˈe# | *#kuswˈe# | *#kuswˈe# {GOLD: #ko̯ˈase#}
424    | #diskˈulkius# | *#dskˈuld͡ʒu# | *#dskˈuld͡ʒu# | *#dskˈulʒ# {GOLD: #deskˈult͡s#}
425    | #diskalkeˈaː# | *#dskald͡ʒˈa# | *#dskəld͡ʒˈa# | *#dskəld͡ʒˈa# {GOLD: #deskəlt͡sˈa#}
426    | #diskulkiˈaː# | *#dskuld͡ʒˈa# | *#dskuld͡ʒˈa# | *#dskuld͡ʒˈa# {GOLD: #deskult͡sˈa#}
427    | #imbrakˈaː# | *#embrakˈa# | *#embɾəkˈa# | *#imbrəkˈa# {GOLD: #ɨmbrəkˈa#}
428    | #insolˈaː# | *#isolˈa# | *#jisuɾˈa# | *#isurˈa# {GOLD: #ɨnsurˈa#}
429    | #infaskiolˈaː# | *#ifasd͡ʒolˈa# | *#jifəsd͡ʒuɾˈa# | *#ifɨsʒurˈa# {GOLD: #ɨnfəʃurˈa#}
430    | #inwestˈiː# | *#enbstˈi# | *#enbst͡sˈi# | *#inbst͡sj̊# {GOLD: #ɨnveʃtˈi#}
431    | #submittˈeː# | *#suwmetˈe# | *#suwmetˈe# | *#suwmetˈe# {GOLD: #sumetˈe#}
432    | #suffolikˈaː# | *#sufolekˈa# | *#sufuɾekˈa# | *#sufurekˈa# {GOLD: #suflekˈa#}
433    | #kˈenam# | *#t͡ʃˈɛna# | *#t͡ʃˈenə# | *#t͡ʃˈinə# {GOLD: #t͡ʃˈinə#}
434    | #prˈandium# | *#prˈand͡ʒu# | *#pɾˈand͡ʒu# | *#prˈanʒ# {GOLD: #prˈɨnz#}
435    | #bukkˈaːtam# | *#bukˈata# | *#bukˈatə# | *#bukˈatə# {GOLD: #bukˈatə#}
436    | #kʰˈyːlum# | *#t͡ʃˈilu# | *#t͡ʃˈiɾu# | *#t͡ʃˈir# {GOLD: #t͡ʃˈir#}
437    | #friktˈuːram# | *#frstˈura# | *#fɾstˈuɾə# | *#frstˈurə# {GOLD: #friptˈurə#}
438    | #lˈardum# | *#lˈardu# | *#lˈaɾdu# | *#lˈard# {GOLD: #lˈard#}
439    | #mˈuriam# | *#mˈurd͡ʒa# | *#mˈuɾd͡ʒə# | *#mˈurd͡ʒə# {GOLD: #mo̯ˈare#}
440    | #merˈenda# | *#merˈɛnda# | *#meɾˈendə# | *#merˈində# {GOLD: #merˈinde#}
441    | #pˈaːnem# | *#pˈane# | *#pˈəne# | *#pˈɨne# {GOLD: #pˈɨjne#}
442    | #piːsˈaːtum# | *#pisˈatu# | *#pesˈatu# | *#pəsˈat# {GOLD: #pəsˈat#}
443    | #plakˈenta# | *#plat͡ʃˈɛnta# | *#plət͡ʃˈentə# | *#plət͡ʃˈintə# {GOLD: #plət͡ʃˈintə#}
444    | #sˈaːlem# | *#sˈale# | *#sˈaɾe# | *#sˈare# {GOLD: #sˈare#}
445    | #sˈeːbum# | *#sˈeɡu# | *#sˈeɡu# | *#sˈeɡ# {GOLD: #sˈew#}
446    | #tˈortam# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #tˈurtə#}
447    | #wˈiːktum# | *#ˈiptu# | *#jˈiptu# | *#ˈipt# {GOLD: #vˈipt#}
448    | #d͡zˈema# | *#d͡zˈɛma# | *#d͡zˈemə# | *#zˈimə# {GOLD: #ze̯ˈamə#}
449    | #mˈustum# | *#mˈustu# | *#mˈustu# | *#mˈust# {GOLD: #mˈust#}
450    | #pˈoska# | *#pˈoska# | *#po̯ˈaskə# | *#po̯ˈaskə# {GOLD: #pˈuskə#}
451    | #wiːnˈaːkeus# | *#inˈad͡zu# | *#jinˈad͡zu# | *#inˈaz# {GOLD: #vinˈat͡s#}
452    | #koopertˈoːrium# | *#kopertˈord͡ʒu# | *#kupeɾtˈoɾd͡ʒu# | *#kupərtˈorʒ# {GOLD: #kərpətˈor#}
453    | #ɡratˈaːrium# | *#ɡratˈard͡ʒu# | *#ɡɾətˈaɾd͡ʒu# | *#ɡrətˈarʒ# {GOLD: #ɡrətˈar#}
454    | #lˈinɡulam# | *#lˈenɡula# | *#lˈenɡuɾə# | *#lˈinɡurə# {GOLD: #lˈinɡurə#}
455    | #wˈaːsum# | *#ˈasu# | *#ˈasu# | *#ˈas# {GOLD: #vˈas#}
456    | #battˈituram# | *#batˈetura# | *#bəte̯ˈatuɾə# | *#bəte̯ˈaturə# {GOLD: #bətˈəturə#}
457    | #kaprˈeolum# | *#kaprjˈolu# | *#kəp?0ˈoɾu# | *#kəp?1ˈor# {GOLD: #kəpriˈor#}
458    | #kˈasam# | *#kˈasa# | *#kˈasə# | *#kˈasə# {GOLD: #kˈasə#}
459    | #kellˈaːrium# | *#t͡ʃellˈard͡ʒu# | *#t͡ʃelˈaɾd͡ʒu# | *#t͡ʃelˈarʒ# {GOLD: #t͡ʃelˈar#}
460    | #kˈoːrtem# | *#kˈorte# | *#ko̯ˈaɾte# | *#ko̯ˈarte# {GOLD: #kˈurte#}
461    | #kooperiːmˈentum# | *#koperimˈɛntu# | *#kupeɾemˈentu# | *#kuperimˈɨnt# {GOLD: #koperəmˈɨnt#}
462    | #krˈaːtis# | *#krˈati# | *#kɾˈat͡si# | *#krˈat͡sj̊# {GOLD: #ɡrˈatje#}
463    | #kˈulmen# | *#kˈulme# | *#kˈulme# | *#kˈulme# {GOLD: #kˈulme#}
464    | #fenˈestram# | *#fenˈɛstra# | *#feɲe̯ˈastɾə# | *#fəjˈastrə# {GOLD: #fere̯ˈastrə#}
465    | #fontˈaːna# | *#fontˈana# | *#funtˈənə# | *#funtˈɨnə# {GOLD: #fɨntˈɨnə#}
466    | #ostˈeolum# | *#ost͡ʃˈolu# | *#uʃt͡ʃˈoɾu# | *#uʃʃˈor# {GOLD: #uʃˈor#}
467    | #ˈoːstium# | *#ˈosd͡ʒu# | *#ˈosd͡ʒu# | *#ˈosʒ# {GOLD: #ˈuʃə#}
468    | #pˈortam# | *#pˈorta# | *#po̯ˈaɾtə# | *#po̯ˈartə# {GOLD: #po̯ˈartə#}
469    | #pˈuteum# | *#pˈud͡zu# | *#pˈud͡zu# | *#pˈuz# {GOLD: #pˈut͡s#}
470    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
471    | #stˈylum# | *#stˈelu# | *#stˈeɾu# | *#stˈer# {GOLD: #stˈur#}
472    | #tˈenda# | *#tˈɛnda# | *#tˈendə# | *#tˈində# {GOLD: #tˈində#}
473    | #titˈinam# | *#tetˈena# | *#tetˈenə# | *#tetˈinə# {GOLD: #t͡sɨt͡sˈɨnə#}
474    | #traːjˈektam# | *#trad͡ʒˈɛpta# | *#tɾəd͡ʒe̯ˈaptə# | *#trəd͡ʒe̯ˈaptə# {GOLD: #tre̯ˈaptə#}
475    | #armˈaːrium# | *#armˈard͡ʒu# | *#aɾmˈaɾd͡ʒu# | *#armˈarʒ# {GOLD: #armˈar#}
476    | #kapitˈaːneum# | *#kapetˈand͡ʒu# | *#kəpetˈand͡ʒu# | *#kəpətˈanʒ# {GOLD: #kəpətˈɨj#}
477    | #pˈattum# | *#pˈatu# | *#pˈatu# | *#pˈat# {GOLD: #pˈat#}
478    | #skˈortea# | *#skˈord͡ʒa# | *#sko̯ˈaɾd͡ʒə# | *#sko̯ˈard͡ʒə# {GOLD: #sko̯ˈart͡sə#}
479    | #strˈaːtum# | *#strˈatu# | *#stɾˈatu# | *#strˈat# {GOLD: #strˈat#}
480    | #ˈamita# | *#ˈameta# | *#ˈəmetə# | *#ˈəmətə# {GOLD: #mˈət#}
481    | #fˈiːlium# | *#fˈild͡ʒu# | *#fjˈild͡ʒu# | *#fˈilʒ# {GOLD: #fˈiw#}
482    | #fˈiːliam# | *#fˈild͡ʒa# | *#fjˈild͡ʒə# | *#fˈild͡ʒə# {GOLD: #fˈije#}
483    | #frˈaːter# | *#frˈatre# | *#fɾˈatɾe# | *#frˈatre# {GOLD: #frˈate#}
484    | #ɡˈeminus# | *#d͡ʒˈɛmnu# | *#d͡ʒˈemnu# | *#d͡ʒˈimn# {GOLD: #d͡ʒe̯ˈamən#}
485    | #mˈamma# | *#mˈama# | *#mˈəmə# | *#mˈəmə# {GOLD: #mˈumə#}
486    | #nepˈoːtem# | *#nepˈote# | *#nepo̯ˈate# | *#nepo̯ˈate# {GOLD: #nepˈot#}
487    | #nepˈoːta# | *#nepˈota# | *#nepo̯ˈatə# | *#nepo̯ˈatə# {GOLD: #nepo̯ˈatə#}
488    | #pˈappus# | *#pˈapu# | *#pˈapu# | *#pˈap# {GOLD: #pˈap#}
489    | #sˈoror# | *#sˈorro# | *#sˈorru# | *#sˈor# {GOLD: #sˈor#}
490    | #tˈatam# | *#tˈata# | *#tˈatə# | *#tˈatə# {GOLD: #tˈatə#}
491    | #wˈeːrum# | *#ˈeru# | *#ˈeɾu# | *#ˈer# {GOLD: #vˈər#}
492    | #bˌarbˈaːtum# | *#barbˈatu# | *#bəɾbˈatu# | *#bərbˈat# {GOLD: #bərbˈat#}
493    | #kˌoːnsˈokrum# | *#kosˈopru# | *#kusˈopɾu# | *#kusˈoprw̍# {GOLD: #kˈuskru#}
494    | #fiːliˈastrum# | *#fild͡ʒˈastru# | *#feld͡ʒˈastɾu# | *#fəld͡ʒˈastrw̍# {GOLD: #fjˈastru#}
495    | #ɡˈenerum# | *#d͡ʒˈɛneru# | *#d͡ʒˈeneɾu# | *#d͡ʒˈiner# {GOLD: #d͡ʒˈinere#}
496    | #hˈomoː# | *#ˈomo# | *#ˈumu# | *#ˈum# {GOLD: #ˈom#}
497    | #marˈiːtus# | *#marˈitu# | *#mə?0ˈitu# | *#mə?1ˈit# {GOLD: #mərˈit#}
498    | #nˈurum# | *#nˈuru# | *#nˈuɾu# | *#nˈur# {GOLD: #nˈor#}
499    | #sˈokrum# | *#sˈopru# | *#sˈopɾu# | *#sˈoprw̍# {GOLD: #sˈokru#}
500    | #sˈokia# | *#sˈod͡za# | *#so̯ˈad͡zə# | *#so̯ˈazə# {GOLD: #so̯ˈat͡sə#}
501    | #sˈokius# | *#sˈod͡zu# | *#sˈod͡zu# | *#sˈoz# {GOLD: #sˈot͡s#}
502    | #spˈurius# | *#spˈurd͡ʒu# | *#spˈuɾd͡ʒu# | *#spˈurʒ# {GOLD: #spˈur#}
503    | #fˌiːliˈaːnum# | *#fild͡ʒˈanu# | *#feld͡ʒˈənu# | *#fəld͡ʒˈɨn# {GOLD: #fˈin#}
504    | #nˈonnum# | *#nˈonnu# | *#nˈonnu# | *#nˈon# {GOLD: #nˈun#}
505    | #ˈorpʰanum# | *#ˈorpanu# | *#o̯ˈaɾpənu# | *#o̯ˈarpɨn# {GOLD: #o̯ˈarfən#}
506    | #wˈiduum# | *#ˈedu# | *#ˈedu# | *#ˈed# {GOLD: #vˈəduv#}
507    | #kˌoroːnˈaː# | *#koronˈa# | *#kuɾunˈa# | *#kurunˈa# {GOLD: #kununˈa#}
508    | #krˌeːdˈentiam# | *#kredˈɛnd͡ʒa# | *#kɾedˈend͡ʒə# | *#kredˈind͡ʒə# {GOLD: #kredˈint͡sə#}
509    | #dˈekstrae̯# | *#dˈɛstrae̯# | *#d͡ze̯ˈastɾəe̯# | *#ze̯ˈastrəe̯# {GOLD: #zˈestre#}
510    | #hˌospˈitium# | *#ospˈed͡zu# | *#uspˈed͡zu# | *#uspˈəz# {GOLD: #ospˈət͡s#}
511    | #ˌinˌuksorˈaː# | *#enusorˈa# | *#enusuɾˈa# | *#inusurˈa# {GOLD: #ɨnsurˈa#}
512    | #lˌaksˈaː# | *#lasˈa# | *#ləsˈa# | *#ləsˈa# {GOLD: #ləsˈa#}
513    | #mˌaritˈaː# | *#maretˈa# | *#məɾetˈa# | *#məretˈa# {GOLD: #məritˈa#}
514    | #nˈuːptiae̯# | *#nˈupd͡ʒae̯# | *#nˈupd͡ʒəe̯# | *#nˈupd͡ʒəe̯# {GOLD: #nˈunt͡si#}
515    | #petˈiː# | *#petˈi# | *#pet͡sˈi# | *#pet͡sj̊# {GOLD: #pet͡sˈi#}
516    | #lˈuːmen# | *#lˈume# | *#lˈume# | *#lˈume# {GOLD: #lˈume#}
517    | #kˈae̯lum# | *#kˈae̯lu# | *#kˈae̯ɾu# | *#kˈae̯r# {GOLD: #t͡ʃˈer#}
518    | #kˈirkinum# | *#t͡ʃˈert͡ʃenu# | *#t͡ʃe̯ˈaɾt͡ʃenu# | *#t͡ʃˈert͡ʃin# {GOLD: #t͡ʃe̯ˈarkən#}
519    | #ekskapitˈaː# | *#skapetˈa# | *#skəpetˈa# | *#skəpətˈa# {GOLD: #skəpətˈa#}
520    | #luːkˈiferum# | *#lut͡ʃˈeferu# | *#lut͡ʃe̯ˈafeɾu# | *#lut͡ʃe̯ˈafər# {GOLD: #lut͡ʃe̯ˈafər#}
521    | #lˈuːnam# | *#lˈuna# | *#lˈunə# | *#lˈunə# {GOLD: #lˈunə#}
522    | #rˌesalˈiː# | *#resalˈi# | *#rresə?0ˈi# | *#rəsə?1j̊# {GOLD: #rəsərˈi#}
523    | #sˈoːlem# | *#sˈole# | *#so̯ˈaɾe# | *#so̯ˈare# {GOLD: #so̯ˈare#}
524    | #ˈaːerem# | *#ˈajre# | *#ˈajɾe# | *#ˈajre# {GOLD: #ˈajer#}
525    | #ˈawram# | *#ˈawra# | *#ˈawɾə# | *#ˈawrə# {GOLD: #ˈawrə#}
526    | #ˈawstrum# | *#ˈastru# | *#ˈastɾu# | *#ˈastrw̍# {GOLD: #ˈawstru#}
527    | #brˈuːmam# | *#brˈuma# | *#bɾˈumə# | *#brˈumə# {GOLD: #brˈumə#}
528    | #frˈiːɡus# | *#frˈiɡu# | *#f?0ˈiɡu# | *#f?1ˈiɡ# {GOLD: #frˈiɡ#}
529    | #ɡˈeluː# | *#d͡ʒˈɛlu# | *#d͡ʒˈeɾu# | *#d͡ʒˈer# {GOLD: #d͡ʒˈer#}
530    | #ɡrˈandinem# | *#ɡrˈandene# | *#ɡɾˈandene# | *#ɡrˈandine# {GOLD: #ɡrˈindinə#}
531    | #nˈuːbilum# | *#nˈuelu# | *#nˈueɾu# | *#nˈuer# {GOLD: #nˈor#}
532    | #nˈinɡwe# | *#nˈend͡ʒe# | *#nˈend͡ʒe# | *#nˈind͡ʒe# {GOLD: #nˈind͡ʒe#}
533    | #nˈiwem# | *#nˈee# | *#ne̯ˈae# | *#nˈee# {GOLD: #ne̯ˈa#}
534    | #plˈowe# | *#plˈoe# | *#plo̯ˈae# | *#plo̯ˈae# {GOLD: #plowˈa#}
535    | #plowˈaː# | *#ploˈa# | *#pluˈa# | *#pluˈa# {GOLD: #plowˈa#}
536    | #plˈojam# | *#pleˈa# | *#ple̯ˈa# | *#ple̯ˈa# {GOLD: #plo̯ˈaje#}
537    | #rˈoːwem# | *#rˈoe# | *#rro̯ˈae# | *#ro̯ˈae# {GOLD: #rˈowə#}
538    | #sˈereːnum# | *#sˈɛrenu# | *#ʃe̯ˈaɾenu# | *#ʃˈarin# {GOLD: #sˈenin#}
539    | #sˈikkitaːs# | *#sˈet͡ʃeta# | *#se̯ˈat͡ʃetə# | *#sˈet͡ʃetə# {GOLD: #sˈet͡ʃetə#}
540    | #tonˈaː# | *#tonˈa# | *#tunˈa# | *#tunˈa# {GOLD: #tunˈa#}
541    | #wˈentum# | *#ˈɛntu# | *#ˈentu# | *#ˈint# {GOLD: #vˈɨnt#}
542    | #dˈata# | *#dˈata# | *#dˈatə# | *#dˈatə# {GOLD: #dˈatə#}
543    | #hˈoːram# | *#ˈora# | *#o̯ˈaɾə# | *#o̯ˈarə# {GOLD: #o̯ˈarə#}
544    | #ˈalbam# | *#ˈalba# | *#ˈalbə# | *#ˈalbə# {GOLD: #ˈalba#}
545    | #dˈiem# | *#d͡ʒˈe# | *#d͡ʒˈe# | *#d͡ʒˈe# {GOLD: #zˈi#}
546    | #hˈodieː# | *#ˈod͡ze# | *#o̯ˈad͡ze# | *#o̯ˈaze# {GOLD: #ˈazj#}
547    | #hˈeriː# | *#ˈɛri# | *#jˈe?0i# | *#jˈe?1j̊# {GOLD: #jˈerj#}
548    | #mˈaːne# | *#mˈane# | *#mˈəne# | *#mˈɨne# {GOLD: #mˈɨjne#}
549    | #merˈiːdieːm# | *#merˈid͡ze# | *#me?0ˈid͡ze# | *#me?1ˈize# {GOLD: #mˈerizə#}
550    | #nˈoktem# | *#nˈopte# | *#no̯ˈapte# | *#no̯ˈapte# {GOLD: #no̯ˈapte#}
551    | #sˈeram# | *#sˈɛra# | *#ʃe̯ˈaɾə# | *#ʃˈarə# {GOLD: #se̯ˈarə#}
552    | #domˈinikam# | *#domneka# | *#dumnekə# | *#dumnekə# {GOLD: #dumˈinikə#}
553    | #mˈartis# | *#mˈarti# | *#mˈaɾt͡si# | *#mˈart͡sj̊# {GOLD: #mˈart͡sj#}
554    | #sˈambatum# | *#sˈambatu# | *#sˈambətu# | *#sˈambət# {GOLD: #sˈɨmbətə#}
555    | #septimˈaːnam# | *#septemˈana# | *#septemˈənə# | *#septimˈɨnə# {GOLD: #səptəmˈɨnə#}
556    | #wˈeneris# | *#ˈɛneri# | *#jˈene?0i# | *#ˈine?1j̊# {GOLD: #vˈinerj#}
557    | #ˌɑprˈiːlem# | *#ɑprˈile# | *#ɑp?0ˈiɾe# | *#ɑp?1ˈire# {GOLD: #prjˈer#}
558    | #ˌawɡˈustum# | *#aɡˈustu# | *#aɡˈustu# | *#aɡˈust# {GOLD: #aɡˈust#}
559    | #kˌɑlendˈɑːrium# | *#kɑlendˈɑrd͡ʒu# | *#kəɾendˈɑɾd͡ʒu# | *#kərindˈɑrʒ# {GOLD: #kərindˈar#}
560    | #mˈaium# | *#mɛˈu# | *#mjeˈu# | *#mje# {GOLD: #mˈaj#}
561    | #mˈartium# | *#mˈard͡ʒu# | *#mˈaɾd͡ʒu# | *#mˈarʒ# {GOLD: #mˈart͡s#}
562    | #mˈeːnsem# | *#mˈese# | *#me̯ˈase# | *#mˈase# {GOLD: #mˈes#}
563    | #ˌawtˈumnam# | *#atˈumna# | *#atˈumnə# | *#atˈumnə# {GOLD: #to̯ˈamnə#}
564    | #hˌibˈernam# | *#eˈɛrna# | *#ejˈeɾnə# | *#ejˈernə# {GOLD: #jˈarnə#}
565    | #wˈeːram# | *#ˈera# | *#e̯ˈaɾə# | *#e̯ˈarə# {GOLD: #vˈarə#}
566    | #pawiːmˈentum# | *#paimˈɛntu# | *#pəjimˈentu# | *#pəimˈɨnt# {GOLD: #pəmˈɨnt#}
567    | #ˌɑrˈeːnɑm# | *#ɑrˈenɑ# | *#ɑɾˈenə# | *#ɑrˈinə# {GOLD: #arˈinə#}
568    | #lˈutum# | *#lˈutu# | *#lˈutu# | *#lˈut# {GOLD: #lˈut#}
569    | #pˈetram# | *#pˈɛtra# | *#pje̯ˈatɾə# | *#pjˈatrə# {GOLD: #pjˈatrə#}
570    | #pˈulwerem# | *#pˈulere# | *#pˈuɾeɾe# | *#pˈurere# {GOLD: #pˈulbere#}
571    | #sˈessum# | *#sˈɛsu# | *#ʃˈesu# | *#ʃˈes# {GOLD: #ʃˈes#}
572    | #kˌarbˈoːnem# | *#karbˈone# | *#kəɾbˈune# | *#kərbˈune# {GOLD: #kərbˈune#}
573    | #mˈarmor# | *#mˈarmro# | *#mˈaɾmɾu# | *#mˈarmrw̍# {GOLD: #mˈarmurə#}
574    | #ˈawrum# | *#ˈawru# | *#ˈawɾu# | *#ˈawr# {GOLD: #ˈawr#}
575    | #plˈumbum# | *#plˈumbu# | *#plˈumbu# | *#plˈumb# {GOLD: #plˈumb#}
576    | #krˈistam# | *#krˈesta# | *#kɾe̯ˈastə# | *#kre̯ˈastə# {GOLD: #kre̯ˈastə#}
577    | #ɡrˈumum# | *#ɡrˈumu# | *#ɡɾˈumu# | *#ɡrˈum# {GOLD: #ɡrˈum#}
578    | #montikˈellum# | *#montet͡ʃˈɛllu# | *#muntet͡ʃˈelu# | *#muntet͡ʃˈel# {GOLD: #munt͡ʃˈel#}
579    | #rˈiːpam# | *#rˈipa# | *#rrjˈipə# | *#rˈipə# {GOLD: #rˈɨpə#}
580    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
581    | #wˈallem# | *#ˈalle# | *#ˈale# | *#ˈale# {GOLD: #vˈale#}
582    | #ˈalweum# | *#ˈalbd͡ʒu# | *#ˈalbd͡ʒu# | *#ˈalbʒ# {GOLD: #ˈalbie#}
583    | #kˈurre# | *#kˈurre# | *#kˈurre# | *#kˈurə# {GOLD: #kˈure#}
584    | #ˌekssˌukkˈaː# | *#sukˈa# | *#sukˈa# | *#sukˈa# {GOLD: #uskˈa#}
585    | #fˈundum# | *#fˈundu# | *#fˈundu# | *#fˈund# {GOLD: #fˈund#}
586    | #lˈakum# | *#lˈaku# | *#lˈaku# | *#lˈak# {GOLD: #lˈak#}
587    | #mˈare# | *#mˈare# | *#mˈaɾe# | *#mˈare# {GOLD: #mˈare#}
588    | #mˈarɡinem# | *#mˈard͡ʒene# | *#mˈaɾd͡ʒene# | *#mˈard͡ʒine# {GOLD: #mˈard͡ʒine#}
589    | #rˌewˌersˈaː# | *#resˈa# | *#rresˈa# | *#rəsˈa# {GOLD: #revərsˈa#}
590    | #sikkˈaː# | *#sekˈa# | *#sekˈa# | *#sekˈa# {GOLD: #sˈeka#}
591    | #sˈikkum# | *#sˈeku# | *#sˈeku# | *#sˈek# {GOLD: #sˈek#}
592    | #ˈundam# | *#ˈunda# | *#ˈundə# | *#ˈundə# {GOLD: #ˈundə#}
593    | #wˈadum# | *#ˈadu# | *#ˈadu# | *#ˈad# {GOLD: #vˈad#}
594    | #kˈippum# | *#t͡ʃˈepu# | *#t͡ʃˈepu# | *#t͡ʃˈep# {GOLD: #t͡ʃˈep#}
595    | #flˈoːrem# | *#flˈore# | *#flo̯ˈaɾe# | *#flo̯ˈare# {GOLD: #flo̯ˈare#}
596    | #fˈolia# | *#fˈold͡ʒa# | *#fo̯ˈald͡ʒə# | *#fo̯ˈald͡ʒə# {GOLD: #fo̯ˈaje#}
597    | #fˈolium# | *#fˈold͡ʒu# | *#fˈold͡ʒu# | *#fˈolʒ# {GOLD: #fˈoj#}
598    | #frˈondia# | *#frˈond͡ʒa# | *#fɾˈond͡ʒə# | *#frˈond͡ʒə# {GOLD: #frˈunzə#}
599    | #nowˈellam# | *#noˈɛlla# | *#nuje̯ˈawə# | *#nujˈawə# {GOLD: #nujˈa#}
600    | #pˈaleam# | *#pˈald͡ʒa# | *#pˈald͡ʒə# | *#pˈald͡ʒə# {GOLD: #pˈaje#}
601    | #pˈoːmam# | *#pˈoma# | *#pˈumə# | *#pˈumə# {GOLD: #po̯ˈamə#}
602    | #raːdiːkˈiːnam# | *#radit͡ʃˈina# | *#rrədet͡ʃˈinə# | *#rədet͡ʃˈinə# {GOLD: #rədət͡ʃˈinə#}
603    | #rˈaːmum# | *#rˈamu# | *#rrˈəmu# | *#rˈəm# {GOLD: #rˈam#}
604    | #reːsˈiːna# | *#resˈina# | *#rreʃˈinə# | *#rəʃˈinə# {GOLD: #rəʃˈinə#}
605    | #semˈentia# | *#semˈɛnd͡ʒa# | *#semˈend͡ʒə# | *#simˈɨnd͡ʒə# {GOLD: #səmˈɨnt͡sə#}
606    | #spˈiːnum# | *#spˈinu# | *#spjˈinu# | *#spˈin# {GOLD: #spˈin#}
607    | #wˈirɡam# | *#ˈerɡa# | *#e̯ˈaɾɡə# | *#e̯ˈarɡə# {GOLD: #vˈarɡə#}
608    | #ˈarborem# | *#ˈarbore# | *#ˈaɾbuɾe# | *#ˈarbure# {GOLD: #ˈarbore#}
609    | #kˈarpinum# | *#kˈarpenu# | *#kˈaɾpenu# | *#kˈarpɨn# {GOLD: #kˈarpen#}
610    | #fˈaɡum# | *#fˈaɡu# | *#fˈaɡu# | *#fˈaɡ# {GOLD: #fˈaɡ#}
611    | #frˈaksinum# | *#frˈapsenu# | *#fɾˈapsenu# | *#frˈapsin# {GOLD: #frˈasin#}
612    | #juːnˈiperum# | *#d͡ʒunˈeperu# | *#d͡ʒune̯ˈapeɾu# | *#ʒune̯ˈapər# {GOLD: #ʒne̯ˈapən#}
613    | #mastˈikʰinum# | *#mastˈet͡ʃenu# | *#məste̯ˈat͡ʃenu# | *#mɨstˈet͡ʃin# {GOLD: #meste̯ˈakən#}
614    | #padˈuːlem# | *#padˈule# | *#pədˈuɾe# | *#pədˈure# {GOLD: #pədˈure#}
615    | #pˈiːnum# | *#pˈinu# | *#pjˈinu# | *#pˈin# {GOLD: #pˈin#}
616    | #plˈatanum# | *#plˈatanu# | *#plˈatənu# | *#plˈatɨn# {GOLD: #pˈaltin#}
617    | #tˈilium# | *#tˈeld͡ʒu# | *#tˈeld͡ʒu# | *#tˈelʒ# {GOLD: #tˈej#}
618    | #ˈulmum# | *#ˈulmu# | *#ˈulmu# | *#ˈulm# {GOLD: #ˈulm#}
619    | #kˈerasum# | *#t͡ʃˈɛrasu# | *#t͡ʃe̯ˈaɾəsu# | *#t͡ʃe̯ˈarəs# {GOLD: #t͡ʃirˈeʃ#}
